frame,joint,player1_x,player1_y,player2_x,player2_y
5,14,1281.1798,836.6251,779.0101,189.43628
5,15,1224.6053,867.83716,800.93585,201.88266
5,16,1291.6011,879.04694,787.6594,203.41214
6,0,1239.9258,710.17773,762.52435,122.43383
6,1,1240.8722,707.0216,764.6249,119.10702
6,2,1262.799,706.9165,760.11975,119.1701
6,3,1241.4679,710.91016,768.35394,119.59315
6,4,1263.7797,710.5348,757.29,120.115654
6,5,1231.379,733.3391,777.64453,130.15259
6,6,1275.9033,735.9341,756.13806,129.6156
6,7,1222.6353,765.68604,783.57806,146.32837
6,8,1275.5653,762.7201,757.07495,143.6991
6,9,1228.1592,784.6763,779.1484,158.43158
6,10,1261.8123,777.99963,760.5,156.6336
6,11,1239.7139,797.9226,777.8006,158.77554
6,12,1267.704,797.4138,767.7196,158.65164
6,13,1225.115,828.24475,779.46246,184.06165
6,14,1278.7733,836.5785,772.2809,185.20111
6,15,1215.1232,871.71204,790.89764,202.57797
6,16,1291.4592,879.5354,784.2551,201.73483
7,0,1234.5192,708.0865,757.68555,120.39771
7,1,1234.8315,704.8964,760.03424,117.691475
7,2,1257.1221,704.88385,755.30237,117.39321
7,3,1235.9653,708.8796,763.79504,118.83332
7,4,1257.8633,708.19727,752.6936,118.59156
7,5,1225.155,731.5112,772.0641,129.09222
7,6,1269.978,733.36176,752.0231,129.09546
7,7,1217.1908,763.479,778.2762,146.2027
7,8,1271.6355,762.55646,752.7531,144.66641
7,9,1222.74,783.2068,770.9939,157.88141
7,10,1259.1356,775.68195,757.363,157.98288
7,11,1233.9175,794.65576,773.12555,158.50241
7,12,1261.7919,793.7546,762.57477,158.93417
7,13,1218.5505,830.0648,771.1261,183.72943
7,14,1274.347,835.26855,768.55786,184.12009
7,15,1206.0776,874.2803,784.31976,202.89752
7,16,1290.7747,879.1531,778.1172,202.70367
8,0,1227.5042,704.38055,750.92816,118.30634
8,1,1227.9318,701.10834,753.1532,115.26861
8,2,1247.0709,698.565,748.50354,115.460945
8,3,1227.1929,705.4456,756.8211,116.72747
8,4,1249.6537,705.78796,745.6498,116.97788
8,5,1216.238,729.5799,764.7516,128.78778
8,6,1260.8464,731.6897,745.0935,128.48419
8,7,1208.7604,762.8419,768.87164,146.53
8,8,1263.183,762.77106,746.07635,143.62305
8,9,1215.9065,780.41547,761.0521,158.7254
8,10,1246.0311,774.21124,747.61365,157.85376
8,11,1223.7081,793.10486,766.5662,155.40787
8,12,1252.2477,793.4458,755.80414,155.10513
8,13,1209.164,834.42865,760.64355,180.63821
8,14,1267.9069,834.87244,759.14575,182.09467
8,15,1198.338,879.5127,764.37,205.74158
8,16,1289.2059,878.2107,771.5823,202.93839
9,0,1227.8438,703.65234,750.7248,118.835815
9,1,1228.3665,700.5211,752.91174,115.80995
9,2,1245.9152,698.2572,748.4171,115.816025
9,3,1227.3552,705.59814,756.8375,117.06789
9,4,1249.7504,705.6172,745.69275,117.461365
9,5,1216.034,729.35754,764.83765,128.80254
9,6,1260.6958,731.43054,745.4855,129.06091
9,7,1208.9877,762.57544,768.4044,147.31612
9,8,1263.2024,762.7814,745.85095,143.68234
9,9,1213.8092,782.47766,760.6823,159.71205
9,10,1246.0675,774.3451,747.50507,157.89334
9,11,1223.3746,792.83594,766.4863,156.86714
9,12,1252.0726,793.24475,755.6151,156.83315
9,13,1209.3439,834.2621,760.31824,180.8858
9,14,1268.0925,834.96814,760.2018,182.68176
9,15,1199.0768,878.90466,764.7027,206.15617
9,16,1289.0845,877.9197,774.22345,202.07823
10,0,1222.0593,703.3655,745.9168,118.77178
10,1,1221.7498,700.3584,748.1234,115.895744
10,2,1239.8059,698.2679,743.66437,115.749504
10,3,1221.8807,705.28253,751.7236,117.38615
10,4,1243.6244,704.8265,740.7142,117.28266
10,5,1210.5718,728.79266,759.5833,129.03659
10,6,1254.9603,731.15393,740.3398,128.46362
10,7,1202.7545,762.59607,762.2926,147.47348
10,8,1259.4735,762.4247,740.89404,142.78934
10,9,1206.3068,782.2316,753.51196,159.91629
10,10,1242.3975,771.51544,740.69183,156.70389
10,11,1217.6702,791.83356,762.868,154.83737
10,12,1245.8975,791.7713,751.0376,154.11877
10,13,1204.3745,834.91656,755.02295,180.6788
10,14,1262.1681,836.395,751.9954,182.4607
10,15,1197.9514,883.4581,756.5935,207.13232
10,16,1284.8424,877.6462,768.6037,201.38898
11,0,1213.2991,700.39496,738.21533,119.65626
11,1,1214.1235,697.6229,740.9167,116.29229
11,2,1234.7728,696.869,736.1764,116.73318
11,3,1214.3287,702.6138,745.12103,116.93917
11,4,1236.1251,702.2025,733.74817,118.43861
11,5,1203.1897,726.6143,751.70154,128.44604
11,6,1247.4811,728.6045,736.07227,129.11145
11,7,1194.3146,760.77795,751.56714,147.80731
11,8,1251.8152,761.2158,733.26935,143.35184
11,9,1200.4142,778.72876,740.50146,156.6557
11,10,1236.6516,770.12103,730.8147,156.02985
11,11,1210.5022,791.3522,755.9775,154.48065
11,12,1238.0459,790.3177,744.13904,155.80328
11,13,1200.8192,834.07855,746.5379,180.21756
11,14,1252.8722,835.2948,741.3385,181.70306
11,15,1196.6978,883.5757,752.212,207.49313
11,16,1273.3956,877.90155,760.1069,201.35532
12,0,1208.8987,698.4061,732.44,119.71033
12,1,1209.9526,695.23206,734.95685,116.55748
12,2,1230.5568,692.9686,730.6934,116.73056
12,3,1211.0046,700.0164,739.30096,117.59627
12,4,1232.7161,699.18945,728.2,118.65886
12,5,1199.6271,723.8445,745.08606,131.24355
12,6,1243.1292,725.7135,732.45636,130.24171
12,7,1190.8345,757.83984,743.3096,149.03676
12,8,1248.854,757.79596,727.7086,142.71071
12,9,1194.9154,778.2409,730.1898,157.04573
12,10,1232.5658,765.1725,719.9271,154.3761
12,11,1206.4902,786.30237,751.91376,154.1754
12,12,1233.9177,785.87573,740.7476,155.64427
12,13,1199.3152,833.9094,740.5113,182.14781
12,14,1244.9799,833.79004,734.68915,182.98354
12,15,1196.0621,883.2251,750.2824,208.71269
12,16,1259.8429,880.80444,745.87286,204.56136
13,0,1207.2075,694.6527,727.6441,120.62452
13,1,1208.167,691.3159,730.1911,117.82456
13,2,1218.8921,688.50696,725.5643,117.68243
13,3,1206.6455,696.3959,734.779,119.35061
13,4,1228.7615,695.43567,722.9184,119.58163
13,5,1196.3848,720.9912,739.6709,131.87494
13,6,1239.4832,722.7698,727.2453,129.83337
13,7,1186.551,753.8838,735.2974,148.33685
13,8,1245.2329,754.72095,723.3221,141.39691
13,9,1194.8171,772.11536,721.9129,155.39502
13,10,1229.1416,760.41907,712.83014,152.14871
13,11,1203.3616,784.30225,748.2666,153.79016
13,12,1230.5044,784.40784,736.74774,155.60397
13,13,1197.6826,833.6345,738.4425,182.94821
13,14,1235.8518,832.0393,729.4107,182.23602
13,15,1196.3118,883.6975,749.16943,209.11426
13,16,1245.5142,880.713,733.74506,205.74857
14,0,1199.9576,691.7208,720.14667,120.67333
14,1,1200.9812,688.64246,722.4571,117.78039
14,2,1217.8473,685.74396,718.48846,117.95141
14,3,1201.4419,693.4649,726.87244,118.796165
14,4,1223.5211,691.6077,716.302,119.662254
14,5,1192.0938,717.729,729.8491,130.35309
14,6,1234.5425,718.564,722.0117,129.13019
14,7,1181.1155,750.1174,723.18835,145.70905
14,8,1239.3439,749.1122,714.0475,139.54843
14,9,1188.6754,766.8702,709.2931,152.14636
14,10,1229.2394,759.15454,703.1892,149.1033
14,11,1199.4752,781.07153,741.4973,153.90952
14,12,1225.8638,781.0889,732.7587,154.61246
14,13,1192.8374,831.48694,728.2257,181.64938
14,14,1226.7389,830.9569,729.4927,183.6192
14,15,1191.946,881.4927,719.3992,207.7951
14,16,1227.6576,881.1299,745.6817,206.90921
15,0,1199.9092,691.04596,719.5041,120.58992
15,1,1200.5037,688.00433,721.399,117.231155
15,2,1214.114,685.19183,718.001,117.921036
15,3,1200.5728,693.3502,726.375,117.37787
15,4,1223.1926,691.92224,716.9392,119.40718
15,5,1191.8508,718.2569,729.71173,130.28711
15,6,1233.8422,718.4874,722.5508,128.72127
15,7,1181.1776,751.23413,723.34985,145.7951
15,8,1240.0034,748.6754,714.36127,138.99377
15,9,1187.8872,767.9085,709.4899,152.46791
15,10,1230.0883,757.1892,703.38763,148.63083
15,11,1198.8224,782.3007,741.05524,154.51184
15,12,1225.587,781.2954,732.47546,155.3482
15,13,1193.2172,831.9064,728.4796,181.9852
15,14,1226.4799,831.46594,728.62415,183.91003
15,15,1191.8285,880.5489,718.8277,208.25357
15,16,1227.7799,881.3399,746.6177,206.97739
16,0,1195.8594,691.7345,714.9002,120.76425
16,1,1196.3209,688.6651,716.967,117.45383
16,2,1213.6825,685.7394,713.0906,117.96539
16,3,1196.9878,693.39923,721.7174,117.48457
16,4,1219.4213,691.39185,711.29065,119.370056
16,5,1188.8047,717.04047,724.3188,129.64569
16,6,1230.9703,716.937,717.42847,128.61859
16,7,1177.8224,749.84753,717.0905,144.17056
16,8,1236.403,747.9129,709.56256,138.47556
16,9,1185.6365,765.99506,703.168,150.60223
16,10,1225.7468,757.07294,698.97375,146.43987
16,11,1195.8335,781.1953,736.43506,155.35002
16,12,1222.4286,780.5133,729.6777,155.55443
16,13,1189.9668,831.025,721.05316,182.80502
16,14,1220.9125,830.8982,724.6659,185.29782
16,15,1186.375,879.85925,712.9967,208.91626
16,16,1218.8054,879.322,741.8553,205.61252
17,0,1189.6194,690.931,708.4369,122.28395
17,1,1190.9146,688.0615,710.3496,119.12776
17,2,1198.435,685.1586,706.63464,119.42168
17,3,1191.0542,693.9243,714.5692,119.28142
17,4,1213.3674,691.8298,705.0341,120.72691
17,5,1184.1562,719.06366,716.7713,130.07558
17,6,1226.0378,718.0273,712.27686,129.07425
17,7,1173.1707,753.8889,709.0524,140.6246
17,8,1232.0076,748.75,704.3164,136.06323
17,9,1179.0874,768.1036,695.6674,145.89044
17,10,1219.8093,757.2578,693.9522,143.13747
17,11,1191.2485,781.0569,728.703,157.22673
17,12,1217.8262,780.6652,723.1169,156.26048
17,13,1182.3899,831.7348,711.5577,184.47762
17,14,1214.062,832.4362,712.75696,184.66127
17,15,1176.2483,881.2313,732.1512,203.52428
17,16,1209.4375,881.60535,711.65564,208.28938
18,0,1185.6516,694.33307,704.91675,123.87548
18,1,1186.7172,691.45856,707.0403,121.24836
18,2,1187.9678,689.83014,702.8331,121.11486
18,3,1187.741,696.8642,710.2443,121.30921
18,4,1209.6644,695.64954,699.5597,122.288414
18,5,1180.7482,722.3288,711.26135,131.5344
18,6,1222.43,721.0468,704.11487,131.14227
18,7,1169.8556,757.02435,701.692,140.23859
18,8,1228.2505,751.4873,702.12415,147.01773
18,9,1178.7799,771.3646,689.4948,142.92462
18,10,1213.9191,758.5913,693.07294,146.70624
18,11,1188.8601,781.78,724.1586,157.25153
18,12,1214.7666,781.0299,718.08704,156.6579
18,13,1177.071,832.9543,705.5952,184.61597
18,14,1208.9618,833.41223,707.0025,184.9898
18,15,1167.3871,885.7567,708.3688,212.78784
18,16,1204.6604,887.0757,724.20636,204.87512
19,0,1182.901,697.2374,700.80023,125.624535
19,1,1183.515,694.3062,703.1739,122.79774
19,2,1200.8138,691.58044,698.60986,122.59295
19,3,1184.5347,700.1021,706.0394,122.6522
19,4,1206.2848,698.3343,694.7643,123.35558
19,5,1177.628,726.3908,706.377,131.98138
19,6,1219.7657,724.0728,697.2156,131.5549
19,7,1166.8086,761.13824,699.0152,142.59845
19,8,1224.967,753.93896,696.5359,149.21072
19,9,1176.958,773.5035,687.3797,140.32468
19,10,1208.5496,761.0964,688.80963,144.37894
19,11,1185.9592,784.81537,719.7376,158.04456
19,12,1211.5364,783.5364,711.8629,157.34375
19,13,1171.2391,833.18787,700.30505,185.50711
19,14,1204.2366,834.3959,698.92554,184.78976
19,15,1157.7224,888.11975,714.0976,206.34845
19,16,1203.9207,891.37854,705.3339,207.27814
20,0,1178.4615,702.1638,693.77625,127.81885
20,1,1179.1578,699.08984,695.8942,124.488205
20,2,1197.7762,696.25793,690.9716,124.57411
20,3,1178.3414,705.72534,699.03656,124.27507
20,4,1200.6722,703.89795,688.5162,124.74919
20,5,1171.612,732.6349,699.0127,132.91925
20,6,1214.669,729.90125,691.70984,132.03595
20,7,1161.4775,766.91907,690.2527,146.59306
20,8,1219.9207,759.4701,689.01575,148.9401
20,9,1173.0066,779.55945,683.665,139.19061
20,10,1202.18,763.906,682.4226,140.55804
20,11,1181.4023,789.56494,712.6165,159.56396
20,12,1206.2327,789.0928,705.8284,158.95305
20,13,1161.5795,838.9103,693.05145,184.36258
20,14,1200.8074,839.9794,698.5689,186.05048
20,15,1145.2423,891.7827,699.9377,210.62195
20,16,1203.9922,891.1561,703.25757,207.73267
21,0,1176.783,702.9182,693.9303,126.68669
21,1,1178.2742,699.6708,695.97253,123.56439
21,2,1181.5142,696.85486,691.56305,123.52522
21,3,1178.5432,705.9475,698.7522,123.26842
21,4,1200.2994,704.12964,688.53076,123.78902
21,5,1171.8152,732.6542,700.34534,130.93369
21,6,1214.2812,729.40576,690.6371,131.64137
21,7,1161.3418,767.60754,695.73987,143.52098
21,8,1218.8662,759.1946,688.36444,149.13522
21,9,1172.916,777.23816,684.5993,138.63521
21,10,1200.7567,763.0311,682.3623,140.76454
21,11,1181.2399,789.89685,712.65393,159.77216
21,12,1206.9302,788.5404,705.102,158.9819
21,13,1161.4321,837.82275,693.0994,184.18878
21,14,1200.6538,839.3778,698.5952,186.03723
21,15,1144.5994,892.2246,699.674,210.52335
21,16,1203.763,891.64453,702.4557,208.15353
22,0,1172.7943,706.03906,688.8888,129.75375
22,1,1174.261,702.9753,691.782,126.47645
22,2,1178.2218,700.50665,686.1532,127.021095
22,3,1175.3936,709.0595,694.1532,125.08796
22,4,1196.7855,707.05695,683.07153,125.97462
22,5,1168.1371,734.60394,693.27185,131.77774
22,6,1210.2743,731.6136,699.44025,127.71255
22,7,1158.1162,768.76733,688.37476,147.06033
22,8,1215.7782,761.024,685.71295,147.87552
22,9,1164.9857,784.57947,680.6259,140.09277
22,10,1197.8442,766.3513,679.5616,140.85742
22,11,1177.4592,793.3476,707.9123,159.83078
22,12,1203.2288,792.43884,705.2614,158.46649
22,13,1155.997,839.93097,688.22986,184.97324
22,14,1198.6733,840.1562,695.1159,186.62146
22,15,1138.4513,893.5276,689.7588,212.24216
22,16,1203.948,892.07666,701.5629,208.16568
23,0,1166.7386,708.14966,681.87616,129.97476
23,1,1168.2827,705.2225,683.9306,126.28773
23,2,1172.0099,702.91956,680.0071,126.693596
23,3,1168.9658,711.7149,686.4823,125.41808
23,4,1190.6881,709.85443,677.4707,126.1789
23,5,1160.7074,737.61633,686.7782,136.35037
23,6,1203.7926,735.1883,692.86005,127.93835
23,7,1151.341,770.96484,680.8922,149.1499
23,8,1209.4171,764.7112,677.78705,147.13782
23,9,1161.0485,785.999,673.9526,141.16599
23,10,1192.8961,769.9031,675.8413,140.9932
23,11,1170.4597,797.1934,700.7829,162.65964
23,12,1196.4808,795.82007,697.81335,160.37912
23,13,1147.643,844.69275,680.9212,187.49521
23,14,1194.1963,842.5397,689.8224,187.14304
23,15,1130.9244,897.82263,673.2675,215.18362
23,16,1202.5214,892.2969,701.271,207.67142
24,0,1162.5278,708.0292,676.5613,130.27203
24,1,1165.0042,705.14624,678.8986,126.76115
24,2,1165.1855,703.76196,674.95013,127.016426
24,3,1165.0549,712.3506,681.2028,125.63474
24,4,1185.5107,710.7667,673.79126,125.27531
24,5,1155.97,737.79504,681.5895,138.17554
24,6,1198.7844,735.8889,688.2704,128.23022
24,7,1146.1033,771.7529,678.23395,150.53809
24,8,1204.5181,765.4038,673.19824,138.67947
24,9,1157.0203,783.46375,670.10944,140.64804
24,10,1186.29,770.5049,670.9421,139.8916
24,11,1165.2163,796.91223,695.5843,163.97165
24,12,1191.4282,796.9966,693.60803,161.1012
24,13,1144.0061,844.36646,676.99274,191.65137
24,14,1190.8435,842.577,685.95874,189.07071
24,15,1128.6262,900.49475,664.7684,217.15457
24,16,1201.9956,893.1782,699.58105,208.36105
25,0,1158.8174,709.3666,672.71344,132.11842
25,1,1160.7139,706.08813,674.9768,128.37906
25,2,1163.876,703.7687,671.2259,128.91182
25,3,1160.2336,712.92065,678.9637,127.944275
25,4,1180.9203,711.355,669.40326,127.55963
25,5,1149.9764,738.18286,678.0955,136.4951
25,6,1193.7306,737.72864,684.05444,130.40607
25,7,1140.6163,772.3445,677.63916,147.24907
25,8,1199.4419,768.001,666.9025,137.91512
25,9,1152.2067,783.98035,665.90466,140.30917
25,10,1181.1517,770.2163,665.39545,138.67967
25,11,1158.7854,798.5509,691.17426,165.33705
25,12,1184.9062,798.1974,684.53656,163.87863
25,13,1139.8348,848.765,672.1389,194.91817
25,14,1190.045,846.10925,682.44885,190.4811
25,15,1128.817,903.5067,658.4563,218.49394
25,16,1202.0035,893.4199,699.5376,209.77931
26,0,1150.7675,709.94574,667.1898,133.3875
26,1,1152.0027,706.5724,669.70514,130.4501
26,2,1172.7952,705.31555,665.663,130.83208
26,3,1153.3372,711.89685,674.3014,130.81473
26,4,1173.8577,710.9958,663.94977,131.41855
26,5,1142.2196,737.97375,671.03143,140.78137
26,6,1186.9287,737.9837,681.532,133.94641
26,7,1132.716,771.16327,668.3319,153.61804
26,8,1192.3257,767.688,683.99524,137.17723
26,9,1150.6235,778.45715,663.1247,144.6257
26,10,1173.3997,773.38477,665.68024,144.63739
26,11,1150.105,799.24506,681.7582,169.8078
26,12,1177.3032,798.1426,684.64264,165.9824
26,13,1135.6062,850.52924,664.0326,194.71304
26,14,1186.9246,848.3379,677.69507,190.86404
26,15,1128.9558,904.7783,651.6486,221.43692
26,16,1201.2201,893.0957,695.7823,207.69315
27,0,1150.6265,709.98444,667.2385,132.6651
27,1,1151.892,706.5862,670.11005,130.18481
27,2,1172.8292,705.35364,665.755,129.74796
27,3,1153.3636,711.9117,674.22107,131.28445
27,4,1173.8491,711.0714,663.80505,129.63528
27,5,1142.303,737.98267,670.82745,140.77737
27,6,1187.0038,738.0653,681.85236,132.72446
27,7,1132.6678,771.24963,668.1781,153.13135
27,8,1192.3442,767.743,667.5533,153.38321
27,9,1151.2185,776.7129,663.53107,144.01486
27,10,1173.369,772.9868,665.9707,144.0181
27,11,1150.0374,799.43353,681.63904,169.48422
27,12,1177.2645,798.24915,685.1896,165.94379
27,13,1135.7246,850.6465,663.86395,195.11224
27,14,1187.0139,848.26245,678.3464,191.156
27,15,1128.9008,904.7136,651.904,221.74362
27,16,1201.1683,892.5941,695.7173,207.79712
28,0,1147.413,710.795,664.77893,133.83206
28,1,1148.091,707.187,667.3986,131.21893
28,2,1168.0162,705.79974,662.9283,130.95462
28,3,1149.0981,711.48883,671.4905,131.95886
28,4,1170.1871,710.97095,660.48804,131.34286
28,5,1138.0742,736.9448,667.1054,141.70145
28,6,1182.89,737.24817,678.7495,136.70816
28,7,1128.2152,770.1217,663.16046,155.01047
28,8,1187.9128,767.00977,663.8687,155.31512
28,9,1142.4137,780.12885,659.66943,145.34686
28,10,1172.1393,775.2268,661.4406,146.31827
28,11,1146.1411,799.63403,676.7643,171.26569
28,12,1173.9148,798.91034,677.01056,169.13315
28,13,1134.7908,849.779,658.09174,196.15231
28,14,1182.8998,845.2028,671.15875,191.88913
28,15,1127.6714,903.3055,648.1841,222.482
28,16,1197.8387,888.4476,691.9666,206.93024
29,0,1141.7085,708.9916,661.4909,134.48572
29,1,1142.8159,704.9596,664.2549,131.60461
29,2,1147.2603,703.52234,659.5498,131.68994
29,3,1144.7019,709.52856,668.7523,132.23438
29,4,1165.0283,707.90466,656.8657,132.5477
29,5,1134.3369,734.0847,670.6769,141.58856
29,6,1177.4315,733.2883,657.64166,141.40814
29,7,1123.7386,766.49817,665.4094,153.64783
29,8,1183.9675,762.3273,655.286,154.52228
29,9,1137.2628,775.6061,655.4891,157.10031
29,10,1167.8094,770.4242,653.8968,158.42184
29,11,1142.3435,798.0542,671.1564,170.74075
29,12,1169.7903,797.61304,664.37366,170.46146
29,13,1133.7678,850.21765,652.9549,195.49734
29,14,1176.9602,843.22363,666.28406,194.91934
29,15,1127.332,903.29016,646.6173,222.78625
29,16,1190.853,889.4176,685.75305,207.64465
30,0,1138.2786,708.0429,658.0074,133.1859
30,1,1139.4325,704.41187,661.1056,130.45644
30,2,1156.759,701.9561,656.7513,130.5508
30,3,1140.1014,709.1519,666.1398,131.98534
30,4,1161.718,707.1146,655.045,132.408
30,5,1131.032,733.4248,666.5963,143.65448
30,6,1174.6847,731.87274,657.3062,142.1404
30,7,1120.7783,766.8419,660.4595,155.26576
30,8,1182.038,762.5888,655.7188,156.2577
30,9,1134.9188,775.8096,645.9531,162.40796
30,10,1165.7821,769.6188,646.36487,163.42514
30,11,1139.8413,797.1724,667.9772,170.91377
30,12,1167.3291,796.782,660.4166,170.97684
30,13,1131.3381,849.1683,651.20874,193.85268
30,14,1173.8044,842.0595,663.12054,194.66951
30,15,1123.593,902.1836,646.3573,222.22264
30,16,1187.6896,891.3789,681.1797,208.39003
31,0,1134.9159,708.61725,657.9245,135.08527
31,1,1136.0635,705.2729,660.9783,132.58038
31,2,1155.1495,701.98773,656.03613,131.79816
31,3,1136.2665,709.55695,665.7417,133.90414
31,4,1158.0184,707.86017,652.4884,132.8544
31,5,1128.2031,733.7683,668.23065,146.20615
31,6,1171.9115,732.0968,651.18695,143.85352
31,7,1118.8284,767.7531,657.81586,161.2037
31,8,1176.614,763.0113,643.4706,151.19244
31,9,1136.3116,770.3659,641.868,164.37909
31,10,1159.2155,766.3351,636.6861,160.52087
31,11,1138.557,797.2476,665.696,171.5055
31,12,1165.3969,796.2904,655.0027,172.62854
31,13,1127.7025,850.3583,651.1909,192.60785
31,14,1171.3368,841.0055,660.9001,195.22119
31,15,1118.4144,901.5467,645.99756,221.28738
31,16,1185.4437,894.481,678.61566,208.49399
32,0,1127.7646,710.31433,653.13745,137.32991
32,1,1129.9702,707.31824,655.55743,133.77148
32,2,1130.5212,705.1498,651.2966,133.96764
32,3,1131.3401,713.3093,661.38385,132.46016
32,4,1153.092,711.3683,648.8838,132.76392
32,5,1123.6245,737.92206,667.01776,142.81691
32,6,1167.728,735.20776,647.3823,136.71475
32,7,1115.0466,773.76807,663.61346,158.03828
32,8,1170.7168,765.2531,636.7081,144.83286
32,9,1129.2463,778.2055,647.62994,158.72217
32,10,1154.7668,772.26166,635.0653,155.09306
32,11,1135.8115,801.1753,661.82587,169.72125
32,12,1162.9526,799.4268,651.2239,169.00232
32,13,1122.0352,853.2111,650.26685,194.40619
32,14,1169.5305,845.21326,656.51697,194.71753
32,15,1109.6487,906.035,646.1072,222.13873
32,16,1185.9087,895.5401,678.11005,207.52036
33,0,1128.0867,710.58417,653.1769,136.97255
33,1,1129.8186,707.4685,655.66394,133.2252
33,2,1132.6646,704.8385,651.1567,133.52051
